V2Codes,Description
B317.,"Malignant neoplasm, overlap lesion connective & soft tissue"
B48y2,"Malignant neoplasm, overlapping lesion male genital orgs"
B163.,"Malignant neoplasm, overlapping lesion of biliary tract"
B1z2.,"Malignant neoplasm, overlapping lesion of digestive system"
B508.,"Malignant neoplasm, overlapping lesion of eye and adnexa"
B487.,"Malignant neoplasm, overlapping lesion of penis"
B124.,"Malignant neoplasm, overlapping lesion of small intestine"
B5246,"Malignant neoplasm,overlap lesion periph nerve & auton ns"
B30X.,"Malignant neoplasm/bones+articular cartilage/limb,unspfd"
B30W.,Malignant neoplasm/overlap lesion/bone+articulr cartilage
B45X.,Malignant neoplasm/overlapping lesion/feml genital organs
B54X.,"Malignant neoplasm-pluriglandular involvement,unspecified"
B592.,Malignant neoplasms of independent (primary) multiple sites
B62z.,Malignant neoplasms of lymphoid and histiocytic tissue NOS
B2414,Mesothelioma of pericardium
B181.,Mesothelioma of peritoneum
B57..,Metastases of respiratory and/or digestive systems
B33z1,Naevoid basal cell carcinoma syndrome
B30z0,Osteosarcoma
B591.,Other malignant neoplasm NOS
B62..,Other malignant neoplasm of lymphoid and histiocytic tissue
B60y.,Other specified reticulosarcoma or lymphosarcoma
B5850,Pathological fracture due to metastatic bone disease
B1502,Primary angiosarcoma of liver
B1500,Primary carcinoma of liver
B150.,Primary malignant neoplasm of liver
B150z,Primary malignant neoplasm of liver NOS
B593.,Primary malignant neoplasm of unknown site
B5613,Secondary and unspec malig neop ant mediastinal lymph nodes
B5608,Secondary and unspec malig neop anterior cervical LN
B563.,Secondary and unspec malig neop axilla and upper limb LN
B563z,Secondary and unspec malig neop axilla and upper limb LN NOS
B5630,Secondary and unspec malig neop axillary lymph nodes
B5652,Secondary and unspec malig neop circumflex iliac LN
B5620,Secondary and unspec malig neop coeliac lymph nodes
B5623,Secondary and unspec malig neop common iliac lymph nodes
B5609,Secondary and unspec malig neop deep cervical LN
B5641,Secondary and unspec malig neop deep inguinal lymph nodes
B5604,Secondary and unspec malig neop deep parotid lymph nodes
B5612,Secondary and unspec malig neop diaphragmatic lymph nodes
B5624,Secondary and unspec malig neop external iliac lymph nodes
B5622,Secondary and unspec malig neop inferior mesenteric LN
B5632,Secondary and unspec malig neop infraclavicular lymph nodes
B564.,Secondary and unspec malig neop inguinal and lower limb LN
B5611,Secondary and unspec malig neop intercostal lymph nodes
B5650,Secondary and unspec malig neop internal iliac lymph nodes
B5610,Secondary and unspec malig neop internal mammary lymph nodes
B562z,Secondary and unspec malig neop intra-abdominal LN NOS
B562.,Secondary and unspec malig neop intra-abdominal lymph nodes
B565z,Secondary and unspec malig neop intrapelvic LN NOS
B565.,Secondary and unspec malig neop intrapelvic lymph nodes
B561z,Secondary and unspec malig neop intrathoracic LN NOS
B561.,Secondary and unspec malig neop intrathoracic lymph nodes
B56y.,Secondary and unspec malig neop lymph nodes multiple sites
B56z.,Secondary and unspec malig neop lymph nodes NOS
B5606,Secondary and unspec malig neop of facial lymph nodes
B564z,Secondary and unspec malig neop of inguinal and leg LN NOS
B5615,Secondary and unspec malig neop paratracheal lymph nodes
B5633,Secondary and unspec malig neop pectoral lymph nodes
B5614,Secondary and unspec malig neop post mediastinal lymph nodes
B5619,Secondary and unspec malig neop pulmonary lymph nodes
B5653,Secondary and unspec malig neop sacral lymph nodes
B5605,Secondary and unspec malig neop submandibular lymph nodes
B5607,Secondary and unspec malig neop submental lymph nodes
B5602,Secondary and unspec malig neop superficial cervical LN
B5640,Secondary and unspec malig neop superficial inguinal LN
B5621,Secondary and unspec malig neop superficial mesenteric LN
B5631,Secondary and unspec malig neop supratrochlear lymph nodes
B5601,Secondary and unspec malignant neoplasm mastoid lymph nodes
B5603,Secondary and unspec malignant neoplasm occipital lymph node
B58y4,Secondary cancer of the vulva
B58..,Secondary carcinoma of other specified sites
B57z.,Secondary malig neop of respiratory or digestive system NOS
B576.,Secondary malig neop of retroperitoneum and peritoneum
B576z,Secondary malig neop of retroperitoneum or peritoneum NOS
B574z,Secondary malig neop of small intestine or duodenum NOS
B587.,Secondary malignant neoplasm of adrenal gland
B585.,Secondary malignant neoplasm of bone and bone marrow
B5740,Secondary malignant neoplasm of duodenum
B58y8,Secondary malignant neoplasm of epididymis and vas deferens
B5742,Secondary malignant neoplasm of ileum
B5741,Secondary malignant neoplasm of jejunum
B153.,Secondary malignant neoplasm of liver
B571.,Secondary malignant neoplasm of mediastinum
B57y.,Secondary malignant neoplasm of other digestive organ
B584.,Secondary malignant neoplasm of other part of nervous system
B573.,Secondary malignant neoplasm of other respiratory organs
B58yz,Secondary malignant neoplasm of other specified site NOS
B58z.,Secondary malignant neoplasm of other specified site NOS
B58y.,Secondary malignant neoplasm of other specified sites
B581z,Secondary malignant neoplasm of other urinary organ NOS
B581.,Secondary malignant neoplasm of other urinary organs
B58y7,Secondary malignant neoplasm of penis
B5761,Secondary malignant neoplasm of peritoneum
B572.,Secondary malignant neoplasm of pleura
B5760,Secondary malignant neoplasm of retroperitoneum
B582.,Secondary malignant neoplasm of skin
B582z,Secondary malignant neoplasm of skin NOS
B5821,Secondary malignant neoplasm of skin of face
B5825,Secondary malignant neoplasm of skin of hip and leg
B5824,Secondary malignant neoplasm of skin of shoulder and arm
B5823,Secondary malignant neoplasm of skin of trunk
B574.,Secondary malignant neoplasm of small intestine and duodenum
B5831,Secondary malignant neoplasm of spinal cord
B594.,Secondary malignant neoplasm of unknown site
B5810,Secondary malignant neoplasm of ureter
B5812,Secondary malignant neoplasm of urethra
B58y3,Secondary malignant neoplasm of vagina
X78Q2,Squamous cell carcinoma of trachea
X78Q8,Squamous cell carcinoma of bronchus
X78Sg,Basal cell carcinoma with eccrine differentiation
X78Xf,Squamous cell carcinoma of cervix
X78Xw,Squamous cell carcinoma of vulva
Xa0DG,Squamous cell carcinoma of oesophagus
Xa0EY,Squamous cell carcinoma of scrotum
Xa0G9,Squamous cell carcinoma of tongue
Xa0GA,Squamous cell carcinoma of gum
Xa0GC,Squamous cell carcinoma of floor of mouth
Xa0GN,Squamous cell carcinoma of palate
XaB8h,Squamous cell carcinoma of mouth
XaEJe,Squamous cell carcinoma of bronchus in left lower lobe
XaEJf,Squamous cell carcinoma of bronchus in left upper lobe
XaEJg,Squamous cell carcinoma of bronchus in right lower lobe
XaEJh,Squamous cell carcinoma of bronchus in right middle lobe
XaEJi,Squamous cell carcinoma of bronchus in right upper lobe
B0110,Malignant neoplasm of anterior 2/3 of tongue dorsal surface
B023.,"Malignant neoplasm, overlapping lesion of major salivary glands"
B051z,Malignant neoplasm of vestibule of mouth NOS
B06y0,Malignant neoplasm of branchial cleft
B0721,Malignant neoplasm of opening of auditory tube
B0730,Malignant neoplasm of floor of nasopharynx
B084.,"Malignant neoplasm, overlapping lesion of hypopharynx"
B107.,Siewert type I adenocarcinoma
B118.,Siewert type II adenocarcinoma
B119.,Siewert type III adenocarcinoma
B1513,Malignant neoplasm of intrahepatic canaliculi
B1800,Malignant neoplasm of periadrenal tissue
B18y0,Malignant neoplasm of mesocolon
B2200,Malignant neoplasm of cartilage of trachea
B2411,Malignant neoplasm of epicardium
B3052,Malignant neoplasm of carpal bone - triquetrum
B3053,Malignant neoplasm of carpal bone - pisiform
B3054,Malignant neoplasm of carpal bone - trapezium
B3055,Malignant neoplasm of carpal bone - trapezoid
B3056,Malignant neoplasm of carpal bone - capitate
B3057,Malignant neoplasm of carpal bone - hamate
B3059,Malignant neoplasm of second metacarpal bone
B305B,Malignant neoplasm of fourth metacarpal bone
B3065,Malignant sacral teratoma
B3084,Malignant neoplasm of intermediate cuneiform
B3085,Malignant neoplasm of lateral cuneiform
B3086,Malignant neoplasm of cuboid
B3087,Malignant neoplasm of navicular
B308A,Malignant neoplasm of third metatarsal bone
B308C,Malignant neoplasm of fifth metatarsal bone
B309.,"Malignant neoplasm, overlapping lesion of bone and articular cartilage of limbs"
B3126,Malignant neoplasm of connective and soft tissue of great toe
B350z,Malignant neoplasm of nipple or areola of male breast NOS
B36..,Local recurrence of malignant tumour of breast
B444.,Malignant neoplasm of round ligament
B4500,Malignant neoplasm of Gartner's duct
B4700,Malignant neoplasm of ectopic testis
B4701,Malignant neoplasm of retained testis
B4A2.,Malignant neoplasm of ureter
B4A3.,Malignant neoplasm of urethra
B4A4.,Malignant neoplasm of paraurethral glands
B4Ay.,Malignant neoplasm of other urinary organs
B4Ay0,Malignant neoplasm of overlapping lesion of urinary organs
B4y..,Malignant neoplasm of genitourinary organ otherwise specified
B4z..,Malignant neoplasm of genitourinary organ NOS
B5003,Malignant neoplasm of sclera
B507z,Malignant neoplasm of lacrimal duct NOS
B509.,Malignant melanoma of eye
B5102,Malignant neoplasm of corpus striatum
B5121,Malignant neoplasm of uncus
B5151,Malignant neoplasm of floor of cerebral ventricle
B515z,Malignant neoplasm of cerebral ventricle NOS
B51y1,Malignant neoplasm of tapetum
B5211,Malignant neoplasm of cerebral arachnoid mater
B5230,Malignant neoplasm of spinal dura mater
B5231,Malignant neoplasm of spinal arachnoid mater
B5232,Malignant neoplasm of spinal pia mater
B524X,"Malignant neoplasm of peripheral nerves of trunk, unspecified"
B546.,Neuroblastoma
B5642,Secondary and unspecified malignant neoplasm of popliteal lymph nodes
B5651,Secondary and unspecified malignant neoplasm of inferior epigastric lymph nodes
B5654,Secondary and unspecified malignant neoplasm of obturator lymph nodes
B5770,Secondary malignant neoplasm of liver and intrahepatic bile duct
B595.,Malignant tumour of unknown origin
Byu10,[X]Other sarcomas of the liver
Byu30,[X]Malignant neoplasm of overlapping lesion of bone and articular cartilage of limbs
Byu56,"[X]Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified"
Byu72,[X]Malignant neoplasm of overlapping lesion of female genital organs
Byu81,[X]Malignant neoplasm of overlapping lesion of male genital organs
Byu9.,[X]Malignant neoplasm of urinary tract
Byu90,"[X]Malignant neoplasm of urinary organ, unspecified"
ByuB0,"[X]Malignant neoplasm - pluriglandular involvement, unspecified"
X00eS,Retinoblastoma
X00ZA,Sebaceous adenocarcinoma of eyelid
X00ZB,Malignant melanoma of eyelid
X309C,Malignant cystic tumour of exocrine pancreas
X309D,Cystadenocarcinoma of pancreas
X77nk,Fibrolamellar hepatocellular carcinoma
X77nQ,Neuroendocrine carcinoma
X78aB,Pituitary carcinoma
X78ac,Malignant tumour of olfactory tract
X78af,Malignant tumour of optic nerve and sheath
X78ap,Malignant tumour of acoustic vestibular nerve
X78as,Malignant tumour of spinal nerve and sheath
X78av,Malignant tumour of peripheral nerve
X78aY,Malignant tumour of meninges
X78b0,Adenoid cystic carcinoma of lacrimal gland
X78b1,Adenocarcinoma of lacrimal gland
X78b2,Carcinoma in pleomorphic adenoma of lacrimal gland
X78b3,Mucoepidermoid tumour of lacrimal gland
X78b8,Liposarcoma of orbit
X78b9,Rhabdomyosarcoma of orbit
X78bc,Malignant melanoma of iris
X78bk,Malignant melanoma of ciliary body
X78bl,Adenocarcinoma of pigmented epithelium of ciliary body
X78bm,Adenocarcinoma of non-pigmented epithelium of ciliary body
X78bN,Malignant melanoma of conjunctiva
X78bV,Malignant melanoma of cornea
X78bw,Malignant melanoma of choroid
X78ca,Adrenal carcinoma
X78ci,Parathyroid carcinoma
X78cP,Follicular thyroid carcinoma
X78cQ,Papillary thyroid carcinoma
X78cR,Mixed follicular and papillary thyroid carcinoma
X78cS,Anaplastic thyroid carcinoma
X78cT,Medullary thyroid carcinoma
X78e6,Malignant tumour of spleen
X78eE,Malignant tumour of head and neck
X78eg,Carcinoma of genitourinary organ
X78eH,Malignant tumour of face
X78eh,Sarcoma of bone and connective tissue
X78ei,"Carcinoma of bone, connective tissue, skin and breast"
X78eL,Malignant tumour of axilla
X78es,Malignant tumour of oral cavity
X78eV,Malignant tumour of upper limb
X78eY,Malignant tumour of lower limb
X78fC,Malignant tumour of salivary gland
X78fH,"Malignant tumour of ear, nose and throat"
X78fI,Malignant tumour of nasal cavity and nasopharynx
X78fK,Malignant tumour of lateral nasal wall
X78fN,Malignant tumour of nasal sinuses
X78fO,Malignant tumour of pharynx
X78g0,Carcinoma of respiratory tract and intrathoracic organs
X78g1,Malignant tumour of digestive organ
X78g2,"Malignant tumour of oesophagus, stomach and duodenum"
X78g3,Carcinoma of oesophagus
X78gA,Carcinoma of stomach
X78ga,Carcinoma common bile duct
X78gb,Malignant polyp of biliary tract
X78gc,Malignant tumour of exocrine pancreas
X78gd,Carcinoma of pancreas
X78gK,Malignant tumour of intestine
X78gL,Malignant tumour of small intestine
X78gM,Carcinoma of caecum
X78gN,Malignant tumour of large intestine
X78gO,Adenocarcinoma of colon
X78gp,Malignant neoplasm of carpal bones
X78gQ,Malignant tumour of anus and anal canal
X78gq,Malignant neoplasm of metacarpal bones
X78gr,Malignant neoplasm of metacarpal bones of foot
X78gS,Squamous cell carcinoma of anal margin
X78gY,Carcinoma gallbladder
X78h0,Malignant tumour of epidermal appendage
X78h1,Malignant neoplasm of sebaceous gland
X78h7,Malignant neoplasm of sweat gland
X78Hf,Malignant tumour of anterior two-thirds of tongue - lateral margin
X78Hj,Malignant tumour of tip of tongue
X78Hp,Carcinoma of fraenum linguae
X78hq,Malignant tumour of mesothelial and soft tissue
X78hS,Malignant tumour of dermis
X78Hz,Carcinoma of lingual tonsil
X78i1,Malignant tumour of soft tissue of upper limb
X78i2,Malignant tumour of soft tissue of lower limb
X78I5,Carcinoma of upper gum
X78IA,Carcinoma of lower gum
X78Ib,Carcinoma of uvula
X78iC,Malignant tumour of female genital organ
X78id,Malignant tumour of male genital organ
X78if,Malignant tumour of penis
X78IG,Carcinoma of anterior part of floor of mouth
X78Ig,Squamous cell carcinoma of buccal mucosa
X78IL,Carcinoma of lateral part of floor of mouth
X78In,Carcinoma of upper buccal sulcus
X78IR,Carcinoma of hard palate
X78Is,Carcinoma of lower buccal sulcus
X78it,Malignant tumour of urinary tract
X78iu,Malignant tumour of kidney
X78IW,Carcinoma of soft palate
X78Iy,Carcinoma of upper labial sulcus
X78j1,Carcinoma of bladder
X78j2,Transitional cell carcinoma of bladder
X78J3,Carcinoma of lower labial sulcus
X78j3,Adenocarcinoma of bladder
X78j4,Squamous cell carcinoma of bladder
X78j7,Malignant tumour of nervous system
X78J8,Carcinoma of retromolar area
X78JC,Malignant tumour of anterior pillar of fauces
X78jJ,Malignant tumour of pituitary and hypothalamus
X78JJ,Carcinoma of parotid gland
X78JO,Carcinoma of submandibular gland
X78Jp,Malignant tumour of nasal skeleton
X78JS,Carcinoma of sublingual gland
X78Jt,Malignant tumour of inferior turbinate
X78JV,Malignant tumour of minor salivary gland
X78Jw,Malignant tumour of middle turbinate
X78jy,Malignant tumour of endocrine gland
X78kb,Metastasis to gastrointestinal tract
X78kc,Metastasis to small intestine
X78kd,Metastasis to pancreas
X78ke,Metastasis to spleen
X78kf,Metastasis to bone marrow
X78kg,Metastasis to soft tissue
X78kh,Malignant infiltration of muscle
X78kk,Carcinomatosis of peritoneal cavity
X78kl,Metastasis to omentum
X78kn,Metastasis to female genital organ
X78kp,Metastasis to male genital organ
X78kq,Metastasis to scrotum
X78kr,Metastasis to spermatic cord
X78ks,Metastasis to urinary tract
X78kS,Secondary carcinoma of respiratory and/or digestive systems
X78kT,Metastasis to respiratory and intrathoracic organ
X78kU,Metastasis to trachea
X78kV,Metastasis to bronchus
X78kv,Metastasis to renal pelvis
X78kw,Metastasis to nervous system and eye
X78kx,Metastasis to nervous system
X78ky,Metastasis to pituitary
X78kZ,Metastasis to heart
X78kz,Metastasis to optic nerve
X78l1,Metastasis to eye
X78l2,Metastasis to orbit
X78l3,Metastasis to choroid
X78l4,Metastasis to endocrine organ
X78l5,Metastasis to thyroid
X78LA,Malignant tumour of inferior surface of soft palate
X78lA,Malignant infiltration of peripheral nerve
X78lB,Malignant infiltration of peripheral nerve plexus
X78Ld,Malignant tumour of posterior commissure
X78lF,Carcinoma of other and unspecified sites
X78Ll,Malignant tumour of infrahyoid epiglottis
X78Lo,Malignant tumour of aryepiglottic fold - laryngeal aspect
X78Lr,Malignant tumour of arytenoid
X78Lu,Malignant tumour of false cord
X78LV,Malignant tumour of vocal cord
X78Lx,Malignant tumour of laryngeal ventricle
X78LZ,Malignant tumour of anterior commissure
X78M7,Malignant tumour of neck
X78M9,Malignant tumour of parapharyngeal space
X78Mb,Carcinoma of middle third of oesophagus
X78Mg,Carcinoma of lower third of oesophagus
X78MH,Carcinoma of cervical part of oesophagus
X78MM,Carcinoma of thoracic part of oesophagus
X78Mm,Carcinoma of cardia
X78MR,Carcinoma of abdominal part of oesophagus
X78Mr,Carcinoma of fundus of stomach
X78MW,Carcinoma of upper third of oesophagus
X78Mw,Carcinoma of body of stomach
X78N1,Carcinoma of pyloric antrum
X78N6,Carcinoma of pylorus
X78NB,Carcinoma of lesser curve of stomach
X78NG,Carcinoma of greater curve of stomach
X78NL,Carcinoma of duodenum
X78OK,Adenocarcinoma of rectum
X78OP,Malignant tumour of anus
X78OW,Malignant tumour of cloacogenic zone
X78OX,Malignant tumour of anorectal junction
X78Oz,Sarcoma of liver
X78PC,Extrahepatic bile duct carcinoma
X78Pf,Malignant tumour of endocrine pancreas
X78Pq,Malignant tumour of peritoneum
X78PX,Carcinoma of ampulla of Vater
X78Q1,Adenoid cystic carcinoma of trachea
X78Q7,Malignant tumour of bronchus
X78Qc,Malignant mesothelioma of pleura
X78QF,Malignant tumour of lung parenchyma
X78QG,Adenocarcinoma of lung
X78QI,Carcinoid tumour of lung
X78QJ,Carcinoma of lung parenchyma
X78QK,Large cell carcinoma of lung
X78QL,Clear cell carcinoma of lung
X78Ql,Malignant tumour of mediastinum
X78QM,Giant cell carcinoma of lung
X78QN,Small cell carcinoma of lung
X78QO,Oat cell carcinoma of lung
X78QP,Squamous cell carcinoma of lung
X78QS,Non-small cell lung cancer
X78QT,Pancoast tumour
X78Se,Eccrine porocarcinoma
X78Sf,Sweat gland adenocarcinoma
X78Sh,Adenoid cystic eccrine carcinoma
X78Si,Microcystic adnexal carcinoma
X78Sk,Mucinous eccrine carcinoma
X78TC,Superficial spreading malignant melanoma of skin
X78TD,Nodular malignant melanoma of skin
X78TE,Acral lentiginous malignant melanoma of skin
X78TF,Malignant melanoma arising in intradermal naevus
X78TG,Malignant melanoma arising in congenital naevus
X78U7,Cutaneous leiomyosarcoma
X78Vj,Liposarcoma
X78Vm,Malignant tumour of muscle
X78VQ,Malignant tumour of mesothelial tissue
X78VS,Malignant mesothelioma of peritoneum
X78VT,Malignant mesothelioma of pericardium
X78WF,Malignant tumour of soft tissue of abdomen
X78Wh,Malignant epithelial tumour of ovary
X78Wi,Serous papillary cystadenocarcinoma ovary
X78Wj,Mucinous cystadenocarcinoma of ovary
X78Wk,Endometrioid carcinoma ovary
X78Wl,Clear cell tumour of ovary
X78WM,Malignant tumour of breast
X78WN,Carcinoma of breast
X78Wo,Undifferentiated carcinoma of ovary
X78WO,Scirrhous carcinoma of breast
X78WP,Inflammatory carcinoma of breast
X78WR,Paget's disease of nipple
X78WT,Malignant phyllodes tumour of breast
X78Wy,Malignant sex cord tumour of ovary
X78Wz,Malignant granulosa cell tumour of ovary
X78X9,Choriocarcinoma of ovary
X78XB,Embryonal carcinoma of ovary
X78Xg,Adenocarcinoma of cervix
X78XH,Endodermal sinus tumour of ovary
X78XN,Sarcoma of uterus
X78XO,Endometrial carcinoma
X78Xq,Carcinoma of vagina
X78Xx,Malignant melanoma of vulva
X78Xy,Sarcoma of vulva
X78Y1,Gestational choriocarcinoma
X78Y6,Carcinoma of prostate
X78Yb,Regressed malignant testicular tumour
X78YK,Carcinoma of glans penis
X78YP,Malignant tumour of skin of penis
X78YR,Carcinoma of foreskin
X78Yx,Clear cell carcinoma of kidney
X78Yy,Cystadenocarcinoma of kidney
X78Yz,Papillary cystadenocarcinoma of kidney
X78Z0,Sarcoma of kidney
X78Zc,Malignant tumour of urethral stump
Xa059,Malignant tumour of corpus spongiosum
Xa05A,Malignant tumour of corpus cavernosum
Xa0bb,Endometrioid carcinoma of prostate
Xa0bM,Sarcoma of bladder
Xa0bQ,Sarcoma of breast
Xa0bT,Intraduct carcinoma of breast
Xa0bU,Lobular carcinoma of breast
Xa0CE,Amelanotic malignant melanoma of skin
Xa0DF,Adenocarcinoma of oesophagus
Xa0Di,Malignant melanoma of anus
Xa0Dj,Malignant melanoma of rectum
Xa0DP,Early gastric cancer
Xa0DQ,Late gastric cancer
Xa0Ei,Carcinoma of fallopian tube
Xa0Eq,Carcinoma of Bartholin's gland
Xa0Ge,Carcinoma of larynx
Xa0ik,Malignant infiltration of soft tissue
Xa0KC,Malignant tumour of external ear
Xa0KG,Malignant tumour of lung
Xa0LD,Malignant tumour of middle ear
Xa0WG,Primary malignant tumour of peritoneum
Xa1na,Thoracic neuroblastoma
Xa1nb,Pelvic neuroblastoma
Xa1ne,Abdominothoracic neuroblastoma
Xa1nZ,Adrenal neuroblastoma
Xa1oQ,Carcinoma of vocal cord
Xa34F,Carcinoma of anal canal
Xa34H,Carcinoma of sigmoid colon
Xa36r,Carcinoma of cervix
Xa36T,Metastasis to vertebral column
Xa39z,Metastasis to trachea of unknown primary
Xa3A4,Metastasis to bronchus of unknown primary
Xa3A5,Metastasis to lung of unknown primary
Xa3A6,Metastasis to pleura of unknown primary
Xa3A7,Metastasis to heart of unknown primary
Xa3A8,Metastasis to mediastinum of unknown primary
Xa3AA,Metastasis to small intestine of unknown primary
Xa3AB,Metastasis to large intestine of unknown primary
Xa3AC,Metastasis to colon of unknown primary
Xa3AD,Metastasis to rectum of unknown primary
Xa3AE,Metastasis to liver of unknown primary
Xa3AF,Metastasis to pancreas of unknown primary
Xa3AH,Metastasis to peritoneum of unknown primary
Xa3AI,Metastasis to retroperitoneum of unknown primary
Xa3AJ,Metastasis to bone of unknown primary
Xa3AK,Metastasis to vertebral column of unknown primary
Xa3Ba,Metastasis to eye of unknown primary
Xa3Bb,Metastasis to adrenal gland of unknown primary
Xa3BG,Metastasis to soft tissue of unknown primary
Xa3BH,Metastasis to breast of unknown primary
Xa3BI,Metastasis to uterus of unknown primary
Xa3BL,Metastasis to ovary of unknown primary
Xa3BM,Metastasis to vagina of unknown primary
Xa3BN,Metastasis to kidney of unknown primary
Xa3BX,Metastasis to bladder of unknown primary
Xa3BZ,Metastasis to brain of unknown primary
Xa3eF,Carcinoma liver/biliary system
Xa3eG,Carcinoma liver/biliary system NOS
Xa3eH,Carcinoma of upper limb bones/scapula
Xa3eI,Carcinoma of lower limb bones
Xa3eK,Ca breast - nipple/central
Xa3eL,"Carcinoma of breast - upper, inner quadrant"
Xa3eM,"Carcinoma of breast - lower, inner quadrant"
Xa3eN,"Carcinoma of breast - upper, outer quadrant"
Xa3eO,"Carcinoma breast - lower, outer quadrant"
Xa3eP,Carcinoma of breast - axillary tail
Xa3eQ,Carcinoma of breast NOS
Xa3eR,Carcinoma genital organs
Xa3eS,Carcinoma of epididymis/spermatic cord
Xa3eT,Carcinoma of genital organs NOS
Xa3eU,Secondary carcinoma of gastrointestinal tract
Xa3rj,Secondary carcinoma NOS
Xa7n9,Transitional cell carcinoma of ureter
Xa84V,Adenocarcinoma of sigmoid colon
Xa97p,Malignant tumour of anterior two-thirds of tongue
Xa97q,Malignant tumour of liver
Xa97r,Intrahepatic bile duct carcinoma
Xa97s,Malignant tumour of soft tissue
Xa97t,"Malignant tumour of soft tissue of head, face and neck"
Xa97u,Malignant tumour of soft tissue of shoulder
Xa97v,Malignant tumour of soft tissue of hip
Xa97w,Malignant tumour of soft tissue of thorax
Xa97x,Malignant tumour of soft tissue of pelvis
Xa97y,Malignant tumour of vulva
Xa99Y,Lentigo maligna melanoma
Xa9A0,Nephroblastoma
Xa9Aa,Chondrosarcoma of bone
Xa9EA,Malignant tumour of posterior wall of hypopharynx
XaA0C,Adenocarcinoma of ileum
XaAtd,Ca rectum + Ca anus NOS
XaB1b,Perforated carcinoma of oesophagus
XaB1e,Retroperitoneal sarcoma
XaB1g,Carcinoma of head of pancreas
XaB1h,Carcinoma of body of pancreas
XaB1i,Carcinoma of tail of pancreas
XaB1p,Metastatic adenocarcinoma of unknown origin
XaBA5,Osteosarcoma of bone
XaBAo,Linitis plastica
XaBAp,Bronchioloalveolar adenocarcinoma of lung
XaBB1,Ewing's sarcoma of bone
XaBLv,Malignant neoplasm of epiglottis NOS
XaBmX,Adenocarcinoma of uterus
XaC0y,Secondary malignant neoplasm of tongue
XaC1Q,"Malignant neoplasm, overlapping lesion of brain"
XacIa,Malignant melanoma stage IIIB
XacIb,Malignant melanoma stage IIIC
XacId,Malignant melanoma stage IV M1a
XacIe,Malignant melanoma stage IV M1b
XacIf,Malignant melanoma stage IV M1c
XacIU,Malignant melanoma stage IA
XacIV,Malignant melanoma stage IB
XaCIv,Malignant melanoma of back
XacIW,Malignant melanoma stage IIA
XacIX,Malignant melanoma stage IIB
XacIY,Malignant melanoma stage IIC
XacIZ,Malignant melanoma stage IIIA
XaCJU,Malignant tumour of soft tissue of back
XaDbr,Cholangiocarcinoma of biliary tract
XaDc5,Carcinoma of ascending colon
XaDc6,Carcinoma of transverse colon
XaDc7,Carcinoma of descending colon
XaDc8,Carcinoma of hepatic flexure
XaDc9,Carcinoma of splenic flexure
XaE6L,Retinal pigment epithelial adenocarcinoma
XaEfj,Cystadenocarcinoma of ovary
XaEGU,Malignant melanoma of chest wall
XaEGV,Malignant neoplasm of upper eyelid
XaEGW,Malignant neoplasm of lower eyelid
XaEY9,Malignant neoplasm of mesentery
XaFr4,Local recurrence of malignant tumour of tongue
XaFr5,Local recurrence of malignant tumour of buccal cavity
XaFr6,Local recurrence of malignant tumour of thyroid gland
XaFr7,Local recurrence of malignant tumour of lung
XaFr8,Local recurrence of malignant tumour of breast
XaFrD,Local recurrence of malignant tumour of oesophagus
XaFrE,Local recurrence of malignant tumour of stomach
XaFrF,Local recurrence of malignant tumour of gallbladder
XaFrG,Local recurrence of malignant tumour of liver
XaFrH,Local recurrence of malignant tumour of pancreas
XaFrI,Local recurrence of malignant tumour of colon
XaFrJ,Local recurrence of malignant tumour of rectum
XaFrK,Local recurrence of malignant tumour of kidney
XaFrL,Local recurrence of malignant tumour of urinary bladder
XaFrM,Local recurrence of malignant tumour of prostate
XaFrN,Local recurrence of malignant tumour of cervix
XaFrQ,Local recurrence of malignant tumour of bone
XaFrR,Local recurrence of malignant tumour of soft tissue
XaFrT,Local recurrence of malignant melanoma of skin
XaFzu,Malignant neoplasm of bone
XaJM3,Osteosarcoma - disorder
XaMeL,Malignant neoplasm of descended testis NOS
XaOqX,Siewert type II adenocarcinoma
XaOrB,Siewert type III adenocarcinoma
XaOrV,Siewert type I adenocarcinoma
XaXQk,Secondary malignant neoplasm of large intestine and rectum
XaYeq,Secondary malignant neoplasm of liver and intrahepatic bile duct
XaYip,Sarcoma of dendritic cells
XE1va,Malignant tumour of middle ear and mastoid
XE1vb,"Malignant neoplasm of upper lobe, bronchus or lung"
XE1vc,Malignant neoplasm of bronchus or lung NOS
XE1vd,Malignant tumour of bone and articular cartilage
XE1ve,Malignant neoplasm of hand bones
XE1vf,Malignant neoplasm of short bones of leg
XE1vg,Malignant neoplasm of soft tissue
XE1vi,Malignant tumour of cervix
XE1vj,Malignant neoplasm of vulva unspecified
XE1vk,Malignant neoplasm of testis NOS
XE1vl,Malignant tumour of adrenal gland
XE1vm,Secondary malignant neoplasm of respiratory and digestive systems
XE1vP,Malignant neoplasm of digestive organs and peritoneum
XE1vQ,Malignant neoplasm of oesophagus NOS
XE1vR,Malignant tumour of stomach
XE1vS,Malignant tumour of lesser curve of stomach
XE1vT,Malignant tumour of greater curve of stomach
XE1vU,Malignant tumour of caecum
XE1vV,Malignant neoplasm of colon NOS
XE1vW,Malignant tumour of rectum
